RIDAGEYR,INDFMPIR
63.0,5.0
63.0,4.67
68.0,1.17
2.0,2.16
63.0,5.0
77.0,1.38
57.0,2.08
6.0,1.33
24.0,1.37
61.0,1.89
53.0,4.02
9.0,0.62
52.0,3.33
8.0,0.3
13.0,2.09
66.0,4.05
68.0,0.95
33.0,1.97
60.0,2.13
66.0,2.19
59.0,1.6
69.0,4.94
80.0,2.02
5.0,2.61
71.0,4.26
11.0,1.26
34.0,5.0
67.0,0.68
13.0,2.58
12.0,2.34
64.0,1.31
44.0,0.98
15.0,1.3
60.0,1.77
60.0,5.0
67.0,1.3
59.0,0.7
39.0,5.0
29.0,1.98
69.0,5.0
15.0,0.61
9.0,0.62
58.0,5.0
16.0,5.0
70.0,2.73
14.0,0.12
65.0,1.64
59.0,3.25
54.0,5.0
58.0,5.0
28.0,1.77
64.0,3.65
71.0,3.55
50.0,1.26
31.0,1.23
5.0,5.397605346934028e-79
69.0,2.94
11.0,0.58
54.0,5.0
52.0,5.0
60.0,5.0
14.0,4.62
10.0,2.67
18.0,2.81
33.0,5.0
45.0,1.01
51.0,0.69
65.0,5.0
17.0,1.64
43.0,0.12
68.0,2.5
26.0,1.21
65.0,5.0
22.0,0.23
72.0,5.0
63.0,1.18
44.0,4.94
24.0,5.0
1.0,3.72
50.0,1.64
5.0,1.82
61.0,0.87
78.0,0.57
9.0,1.94
36.0,1.57
70.0,2.48
19.0,4.31
57.0,3.82
5.397605346934028e-79,2.36
33.0,0.01
10.0,2.83
65.0,5.0
15.0,3.71
73.0,4.37
5.397605346934028e-79,5.0
80.0,5.0
64.0,1.25
11.0,1.42
43.0,0.97
64.0,3.68
14.0,5.397605346934028e-79
27.0,1.47
5.397605346934028e-79,0.92
9.0,3.38
45.0,3.27
35.0,1.05
64.0,0.21
57.0,2.4
34.0,1.82
32.0,1.31
49.0,2.29
16.0,2.61
31.0,0.84
68.0,5.0
44.0,5.397605346934028e-79
23.0,0.71
63.0,0.05
43.0,1.39
6.0,1.7
45.0,0.91
15.0,2.56
15.0,0.77
73.0,5.0
20.0,1.74
4.0,4.22
41.0,5.0
60.0,5.0
3.0,0.92
70.0,5.0
19.0,2.13
6.0,2.85
62.0,5.0
75.0,2.66
1.0,3.52
57.0,5.0
55.0,1.67
12.0,5.0
62.0,5.0
7.0,5.0
33.0,0.09
35.0,1.13
80.0,2.02
64.0,5.0
1.0,0.68
33.0,1.47
67.0,5.0
69.0,4.37
8.0,0.17
13.0,4.83
37.0,5.397605346934028e-79
36.0,4.67
38.0,5.0
5.397605346934028e-79,4.45
37.0,0.7
69.0,1.55
2.0,0.91
62.0,5.0
54.0,5.0
73.0,5.0
18.0,0.37
80.0,2.35
18.0,0.24
10.0,4.68
80.0,1.72
29.0,5.0
73.0,1.97
61.0,3.62
33.0,0.64
13.0,5.0
5.0,3.97
61.0,5.0
4.0,4.32
14.0,1.3
7.0,5.0
70.0,3.55
21.0,0.43
14.0,0.46
5.0,1.75
19.0,0.33
8.0,2.83
80.0,2.91
58.0,5.0
7.0,5.0
25.0,0.92
61.0,1.34
80.0,5.0
14.0,5.0
61.0,1.17
16.0,1.8
16.0,4.5
68.0,5.0
72.0,4.12
5.0,2.26
64.0,4.92
12.0,1.93
25.0,1.09
30.0,0.82
51.0,5.0
38.0,5.0
62.0,5.0
64.0,3.82
53.0,2.61
62.0,3.33
1.0,1.85
3.0,0.97
68.0,1.32
2.0,0.97
73.0,1.69
1.0,1.6
65.0,5.0
13.0,0.02
56.0,4.34
44.0,3.16
15.0,2.31
32.0,3.92
46.0,3.33
77.0,2.48
18.0,1.15
34.0,2.52
73.0,3.93
11.0,1.37
48.0,5.0
64.0,1.84
54.0,5.0
60.0,0.99
5.0,0.02
43.0,2.0
72.0,4.32
62.0,3.14
71.0,5.0
71.0,1.13
68.0,4.37
61.0,1.51
54.0,4.27
1.0,1.7
15.0,1.08
7.0,2.7
6.0,3.6
2.0,0.58
14.0,0.63
25.0,2.94
30.0,0.4
53.0,2.41
18.0,0.91
26.0,5.0
75.0,1.28
20.0,3.22
44.0,5.0
2.0,3.41
15.0,0.45
27.0,5.0
15.0,1.73
15.0,1.08
74.0,0.79
4.0,3.33
72.0,4.41
10.0,3.9
53.0,1.59
5.0,2.29
26.0,3.3
12.0,0.58
46.0,5.0
16.0,1.42
12.0,5.0
15.0,0.3
41.0,5.0
27.0,0.26
27.0,2.58
39.0,3.04
28.0,2.33
32.0,2.61
30.0,3.17
12.0,1.19
1.0,3.6
25.0,3.26
21.0,0.99
14.0,5.0
62.0,5.0
31.0,1.99
59.0,4.33
5.0,1.71
56.0,1.16
70.0,2.71
46.0,4.62
26.0,0.69
52.0,3.91
49.0,1.77
9.0,1.37
9.0,1.17
7.0,5.0
10.0,0.01
53.0,3.49
16.0,0.67
55.0,0.04
15.0,0.69
70.0,5.0
39.0,4.5
18.0,0.23
7.0,5.0
3.0,1.51
4.0,2.03
49.0,5.0
24.0,2.61
5.0,1.82
14.0,5.0
61.0,1.84
44.0,5.0
20.0,0.91
73.0,1.61
55.0,4.78
47.0,5.0
52.0,1.28
69.0,2.33
17.0,4.02
1.0,1.85
47.0,5.0
68.0,3.44
9.0,3.74
53.0,5.0
13.0,0.27
43.0,3.69
47.0,1.99
2.0,1.22
3.0,2.67
67.0,2.58
22.0,1.47
16.0,5.0
25.0,2.13
80.0,1.01
60.0,5.0
57.0,2.18
35.0,0.84
14.0,2.92
62.0,1.8
2.0,5.0
70.0,1.07
11.0,3.41
16.0,4.27
4.0,2.77
32.0,4.05
2.0,2.61
80.0,1.09
9.0,1.09
52.0,5.0
29.0,0.54
8.0,2.09
67.0,3.28
71.0,1.12
3.0,5.0
49.0,3.43
31.0,3.65
29.0,2.58
45.0,1.1
62.0,5.0
16.0,5.0
47.0,5.0
10.0,5.0
78.0,2.18
8.0,2.85
80.0,2.13
65.0,5.0
11.0,1.85
63.0,5.0
12.0,5.0
58.0,4.12
50.0,1.42
12.0,1.3
4.0,4.68
77.0,1.86
77.0,5.0
17.0,1.49
5.397605346934028e-79,2.61
7.0,2.05
27.0,1.67
7.0,4.32
77.0,2.44
30.0,2.12
56.0,0.16
68.0,0.25
32.0,4.78
30.0,1.64
80.0,4.42
14.0,5.0
11.0,1.41
15.0,3.42
3.0,2.16
10.0,0.03
73.0,2.1
27.0,5.0
63.0,0.66
8.0,5.0
36.0,2.09
17.0,1.85
35.0,0.39
1.0,0.62
79.0,0.68
5.397605346934028e-79,3.37
5.0,5.397605346934028e-79
55.0,1.55
15.0,2.61
64.0,2.29
62.0,1.68
71.0,1.32
60.0,1.15
1.0,3.7
65.0,1.77
8.0,1.1
60.0,5.0
8.0,5.0
64.0,5.0
53.0,0.81
57.0,0.74
23.0,1.1
68.0,2.89
64.0,1.67
14.0,0.2
71.0,5.0
52.0,0.5
12.0,1.85
25.0,2.56
58.0,1.34
66.0,3.33
25.0,1.71
58.0,1.41
50.0,4.12
18.0,0.48
9.0,3.96
48.0,5.397605346934028e-79
58.0,1.15
4.0,5.0
11.0,5.0
80.0,1.67
80.0,1.71
16.0,2.41
48.0,1.07
79.0,0.62
61.0,5.0
46.0,1.32
3.0,2.77
78.0,5.0
80.0,3.6
37.0,2.68
23.0,1.09
56.0,1.84
2.0,0.43
20.0,1.42
45.0,3.53
35.0,3.96
1.0,4.4
77.0,0.69
17.0,0.07
39.0,5.0
45.0,5.0
2.0,1.8
72.0,0.91
68.0,0.65
40.0,5.0
9.0,2.17
7.0,0.62
40.0,5.0
63.0,1.47
26.0,1.57
65.0,2.62
5.0,3.78
49.0,2.03
43.0,0.48
77.0,0.41
23.0,1.09
6.0,2.77
68.0,3.04
61.0,5.0
42.0,5.0
68.0,1.3
5.397605346934028e-79,1.44
25.0,5.0
57.0,3.6
16.0,1.15
8.0,2.36
52.0,5.0
40.0,0.98
71.0,5.0
48.0,1.17
70.0,1.06
53.0,4.82
64.0,0.63
17.0,0.83
76.0,5.0
15.0,1.85
10.0,2.01
33.0,5.0
14.0,0.07
5.397605346934028e-79,0.24
67.0,3.46
65.0,2.17
22.0,1.77
16.0,2.81
47.0,4.22
41.0,1.01
67.0,2.21
46.0,5.0
26.0,2.67
11.0,2.77
19.0,5.0
59.0,2.76
4.0,2.08
19.0,2.92
72.0,2.5
80.0,4.72
65.0,2.48
2.0,1.44
4.0,0.43
4.0,1.23
68.0,2.73
19.0,5.0
51.0,5.0
68.0,2.94
64.0,0.49
77.0,1.3
52.0,4.88
75.0,2.18
76.0,0.83
38.0,3.86
35.0,2.09
79.0,4.61
46.0,5.0
11.0,3.14
14.0,2.34
46.0,5.0
23.0,2.92
32.0,1.13
5.397605346934028e-79,1.25
23.0,2.73
13.0,5.0
40.0,1.98
8.0,1.21
24.0,2.94
33.0,4.97
9.0,5.0
68.0,1.44
17.0,1.46
54.0,1.72
44.0,2.21
11.0,5.0
9.0,0.06
31.0,4.41
31.0,2.16
56.0,2.85
53.0,2.4
1.0,2.16
6.0,2.92
69.0,0.92
8.0,5.0
7.0,0.13
41.0,1.74
15.0,3.58
33.0,1.23
15.0,1.91
80.0,4.92
18.0,2.74
61.0,1.4
80.0,0.88
63.0,1.75
36.0,1.74
4.0,2.77
19.0,0.18
19.0,5.397605346934028e-79
79.0,5.0
23.0,4.05
47.0,0.78
3.0,4.32
63.0,1.37
15.0,1.33
7.0,0.98
14.0,5.0
80.0,2.4
42.0,2.1
49.0,1.13
66.0,3.5
66.0,2.74
31.0,5.0
54.0,5.0
75.0,3.64
10.0,5.0
15.0,5.0
10.0,4.68
58.0,5.0
57.0,0.92
80.0,5.0
8.0,4.17
78.0,2.3
48.0,3.83
49.0,0.65
68.0,0.77
44.0,3.41
55.0,1.74
61.0,3.53
3.0,3.96
64.0,5.0
66.0,4.7
30.0,5.0
58.0,5.0
59.0,3.1
48.0,2.94
80.0,1.91
60.0,5.0
39.0,3.22
65.0,3.04
48.0,5.0
41.0,1.67
64.0,5.0
12.0,2.46
61.0,5.0
24.0,2.3
80.0,1.04
25.0,5.0
34.0,3.83
57.0,0.6
38.0,3.22
27.0,5.0
41.0,3.41
66.0,1.16
70.0,4.56
45.0,3.25
69.0,2.06
41.0,0.83
48.0,5.0
67.0,1.86
80.0,5.0
26.0,2.09
31.0,1.3
55.0,0.79
62.0,4.05
80.0,3.42
1.0,0.87
32.0,2.56
58.0,1.37
65.0,5.0
32.0,2.61
28.0,2.48
72.0,0.81
74.0,4.02
47.0,1.86
72.0,1.99
41.0,4.56
17.0,5.0
63.0,5.0
17.0,1.2
33.0,1.75
3.0,0.02
49.0,1.15
6.0,0.1
53.0,2.71
49.0,0.87
34.0,5.0
50.0,3.38
26.0,3.44
13.0,1.3
7.0,2.96
31.0,1.91
78.0,3.28
73.0,3.44
69.0,0.7
37.0,2.85
72.0,2.21
26.0,1.95
5.397605346934028e-79,2.77
20.0,0.52
41.0,1.01
11.0,0.65
8.0,0.32
10.0,5.0
67.0,3.6
73.0,4.05
55.0,5.0
15.0,2.09
73.0,2.33
47.0,2.18
19.0,0.25
25.0,0.97
40.0,2.47
8.0,2.54
70.0,0.75
66.0,5.0
54.0,2.1
40.0,5.0
18.0,0.22
73.0,5.0
51.0,5.0
36.0,0.57
56.0,5.0
69.0,5.0
18.0,5.0
8.0,3.27
75.0,2.73
11.0,2.67
65.0,1.22
63.0,5.0
43.0,1.02
8.0,0.75
17.0,1.3
67.0,5.0
75.0,5.0
80.0,2.87
73.0,1.55
9.0,3.42
5.397605346934028e-79,2.77
79.0,3.44
24.0,3.6
41.0,2.43
20.0,0.63
31.0,2.8
66.0,3.0
5.0,2.12
44.0,0.19
80.0,2.58
4.0,5.0
43.0,3.53
5.0,4.46
31.0,3.26
80.0,3.43
61.0,1.31
73.0,1.91
44.0,1.41
28.0,5.397605346934028e-79
51.0,0.85
8.0,1.07
19.0,5.0
72.0,5.0
5.397605346934028e-79,1.42
16.0,2.96
70.0,2.78
17.0,3.96
44.0,5.0
80.0,2.28
46.0,4.27
50.0,5.0
60.0,1.01
8.0,2.42
62.0,2.81
77.0,1.4
57.0,0.74
72.0,5.0
80.0,4.56
42.0,5.0
13.0,3.42
80.0,5.0
9.0,2.52
64.0,5.0
7.0,1.68
76.0,3.91
3.0,0.61
6.0,2.46
17.0,5.0
6.0,1.37
61.0,1.03
60.0,5.0
33.0,1.85
80.0,1.71
77.0,5.0
15.0,5.0
31.0,0.05
5.0,0.23
76.0,1.59
8.0,1.44
41.0,3.26
26.0,3.02
64.0,1.14
2.0,0.28
70.0,4.26
39.0,1.47
73.0,3.35
8.0,0.58
23.0,2.41
58.0,0.88
38.0,0.62
42.0,5.0
9.0,5.0
29.0,2.17
75.0,3.77
5.0,2.11
31.0,1.19
68.0,4.19
1.0,5.0
68.0,5.0
80.0,3.3
35.0,5.0
80.0,2.58
5.0,5.0
63.0,1.51
44.0,5.0
50.0,5.0
79.0,1.89
80.0,4.8
74.0,1.69
69.0,1.06
51.0,2.87
12.0,0.17
72.0,0.4
13.0,0.33
51.0,5.0
48.0,5.0
33.0,5.0
73.0,1.37
5.0,2.02
34.0,5.397605346934028e-79
56.0,5.0
15.0,0.65
13.0,0.94
45.0,3.09
52.0,0.75
57.0,2.03
11.0,1.3
53.0,0.69
30.0,5.0
43.0,2.5
39.0,4.78
48.0,5.0
58.0,1.71
2.0,1.48
37.0,5.0
3.0,0.86
34.0,5.0
74.0,1.55
12.0,5.0
73.0,1.03
75.0,3.76
59.0,5.397605346934028e-79
8.0,1.15
61.0,4.8
33.0,1.99
56.0,4.23
61.0,5.0
64.0,1.93
14.0,0.55
5.0,2.58
7.0,1.85
19.0,0.66
9.0,3.08
38.0,4.88
30.0,4.55
2.0,1.85
80.0,2.85
55.0,5.0
51.0,5.0
13.0,2.16
19.0,1.42
36.0,0.87
80.0,2.58
72.0,1.64
80.0,1.52
44.0,4.1
4.0,4.93
76.0,2.56
40.0,5.0
10.0,2.77
23.0,5.0
39.0,5.0
18.0,0.18
36.0,3.42
5.397605346934028e-79,1.95
63.0,5.0
15.0,5.0
7.0,1.74
53.0,0.71
10.0,2.17
50.0,5.0
42.0,4.29
5.0,4.91
54.0,5.0
12.0,0.82
61.0,1.12
71.0,5.0
80.0,0.48
5.0,2.77
8.0,1.15
13.0,0.49
10.0,1.61
32.0,0.69
17.0,3.08
4.0,5.0
46.0,0.04
63.0,2.64
34.0,0.61
21.0,0.96
13.0,5.397605346934028e-79
33.0,1.99
33.0,1.89
64.0,2.16
70.0,5.0
11.0,4.17
66.0,2.74
63.0,3.04
31.0,5.0
13.0,0.79
10.0,5.0
35.0,0.96
32.0,2.81
13.0,3.97
46.0,3.78
7.0,1.85
68.0,1.26
75.0,3.8
10.0,3.33
80.0,1.84
69.0,0.74
67.0,5.0
15.0,2.17
44.0,3.33
33.0,1.68
78.0,1.98
11.0,3.42
9.0,2.26
34.0,0.91
28.0,5.0
51.0,5.0
19.0,3.97
69.0,4.59
48.0,1.47
13.0,1.57
67.0,3.42
5.397605346934028e-79,1.01
78.0,5.0
62.0,1.47
69.0,4.43
9.0,4.83
3.0,0.37
50.0,5.0
80.0,0.57
63.0,5.0
6.0,1.99
44.0,1.02
61.0,2.61
27.0,1.13
43.0,0.55
5.0,0.11
2.0,1.62
74.0,5.0
64.0,2.79
33.0,5.0
11.0,5.0
11.0,2.05
38.0,4.83
71.0,1.51
14.0,1.74
57.0,0.04
79.0,0.88
17.0,1.37
78.0,2.06
64.0,5.0
65.0,2.05
19.0,0.05
31.0,5.0
60.0,0.05
46.0,3.11
51.0,5.0
24.0,0.7
65.0,2.13
58.0,1.05
14.0,0.05
65.0,1.15
10.0,0.42
78.0,5.0
40.0,3.0
8.0,4.25
67.0,1.1
10.0,3.69
60.0,2.87
33.0,4.27
70.0,5.0
78.0,2.4
33.0,2.7
60.0,3.69
3.0,2.31
44.0,2.47
57.0,1.09
68.0,1.12
34.0,2.21
8.0,2.5
8.0,2.34
28.0,0.07
64.0,5.0
60.0,4.34
66.0,4.92
73.0,4.27
67.0,1.92
64.0,3.04
28.0,2.83
30.0,4.83
55.0,0.82
8.0,4.1
13.0,0.58
80.0,2.73
17.0,5.0
65.0,0.46
42.0,2.19
19.0,0.52
5.0,0.54
14.0,5.0
61.0,3.83
25.0,0.11
47.0,0.62
76.0,4.78
51.0,4.86
23.0,1.69
8.0,3.27
15.0,1.42
35.0,1.31
8.0,1.69
7.0,5.397605346934028e-79
43.0,1.06
5.397605346934028e-79,0.92
18.0,3.24
4.0,4.78
28.0,5.0
9.0,0.01
61.0,0.74
48.0,5.0
19.0,1.13
7.0,5.0
70.0,0.65
66.0,1.17
8.0,0.68
44.0,2.31
4.0,2.86
32.0,5.0
27.0,5.0
10.0,5.0
44.0,3.62
79.0,3.3
67.0,4.64
66.0,0.44
55.0,5.0
67.0,5.0
80.0,2.18
3.0,2.85
10.0,0.46
15.0,4.83
72.0,1.52
66.0,1.67
34.0,5.0
68.0,0.79
8.0,1.73
51.0,5.0
8.0,0.61
16.0,2.16
10.0,5.0
66.0,1.71
32.0,4.46
43.0,4.83
12.0,1.1
33.0,1.01
38.0,0.37
46.0,5.0
46.0,1.69
32.0,3.38
21.0,5.397605346934028e-79
72.0,0.62
69.0,4.41
16.0,0.33
39.0,1.21
2.0,0.02
7.0,1.77
36.0,1.49
64.0,5.0
67.0,2.28
17.0,1.55
61.0,1.06
80.0,1.31
80.0,2.28
29.0,2.21
38.0,5.0
40.0,1.85
80.0,2.03
5.0,0.67
21.0,4.22
49.0,5.0
47.0,2.27
13.0,5.0
18.0,5.0
24.0,1.23
66.0,5.0
33.0,2.17
8.0,3.55
18.0,1.1
7.0,2.0
54.0,5.0
38.0,1.01
67.0,5.0
12.0,1.25
36.0,5.0
75.0,1.01
3.0,0.43
32.0,1.86
37.0,0.05
15.0,3.36
6.0,0.52
20.0,0.48
78.0,5.0
73.0,0.91
14.0,5.0
80.0,5.0
80.0,5.0
30.0,5.0
54.0,5.0
5.397605346934028e-79,2.29
63.0,1.64
62.0,4.12
74.0,2.07
60.0,4.92
74.0,0.63
67.0,5.0
34.0,0.77
44.0,5.0
29.0,1.23
51.0,3.87
60.0,2.21
72.0,5.0
35.0,5.0
1.0,1.05
8.0,4.4
13.0,0.75
4.0,2.77
40.0,1.18
34.0,5.397605346934028e-79
15.0,2.69
18.0,2.88
4.0,4.5
35.0,4.31
80.0,3.29
13.0,4.68
80.0,0.79
40.0,3.28
73.0,5.0
67.0,2.37
12.0,3.58
2.0,2.02
3.0,0.65
1.0,1.69
14.0,5.0
28.0,3.55
1.0,1.85
7.0,5.0
5.0,4.0
6.0,3.27
63.0,5.0
6.0,2.77
34.0,0.77
58.0,0.62
15.0,0.65
59.0,2.48
13.0,5.0
67.0,5.0
2.0,3.02
72.0,4.92
37.0,1.33
6.0,0.79
34.0,0.03
63.0,0.38
6.0,1.75
71.0,3.88
32.0,5.0
9.0,1.39
46.0,1.71
64.0,5.0
63.0,1.22
4.0,0.84
73.0,1.55
65.0,3.92
12.0,5.0
41.0,1.54
5.397605346934028e-79,0.55
1.0,3.87
64.0,3.04
67.0,2.78
6.0,2.16
72.0,1.97
12.0,0.65
53.0,5.0
6.0,1.28
71.0,5.0
2.0,1.0
37.0,3.33
9.0,3.76
58.0,0.97
80.0,5.0
67.0,2.74
67.0,0.96
44.0,3.49
5.0,0.33
13.0,3.42
62.0,0.68
5.397605346934028e-79,1.78
74.0,1.94
9.0,1.8
74.0,2.28
45.0,3.85
60.0,1.38
67.0,5.0
10.0,3.97
9.0,0.8
70.0,0.82
40.0,5.0
5.0,5.0
5.397605346934028e-79,1.23
52.0,3.04
62.0,2.4
14.0,1.67
6.0,0.03
4.0,1.97
8.0,0.62
70.0,4.37
35.0,2.02
2.0,0.38
14.0,4.53
68.0,1.6
26.0,3.58
58.0,2.18
38.0,1.35
63.0,3.17
36.0,5.0
32.0,5.0
6.0,3.38
9.0,3.7
71.0,2.16
40.0,4.42
80.0,5.0
10.0,5.0
80.0,4.23
13.0,1.8
67.0,0.02
70.0,4.66
14.0,1.05
9.0,1.67
35.0,1.05
21.0,0.15
32.0,5.0
29.0,2.88
13.0,3.24
50.0,5.0
39.0,5.0
72.0,4.31
7.0,5.0
21.0,2.49
70.0,3.91
11.0,2.69
44.0,4.25
15.0,1.67
58.0,1.85
51.0,3.08
55.0,5.0
40.0,5.0
75.0,0.09
7.0,1.67
57.0,5.0
69.0,1.71
56.0,2.87
7.0,5.0
67.0,4.37
24.0,0.63
77.0,2.06
76.0,1.63
34.0,0.93
60.0,1.14
26.0,5.0
70.0,5.0
10.0,5.0
67.0,1.03
65.0,0.84
9.0,0.79
12.0,3.23
67.0,3.3
50.0,2.33
73.0,0.66
3.0,0.82
37.0,2.45
57.0,5.0
66.0,2.7
59.0,2.39
5.0,2.28
63.0,5.0
73.0,5.0
30.0,4.45
34.0,4.43
37.0,0.65
48.0,5.0
72.0,4.82
34.0,3.94
28.0,5.0
3.0,2.31
70.0,1.68
74.0,2.87
60.0,4.1
34.0,5.0
16.0,1.08
37.0,4.27
35.0,5.0
34.0,2.28
46.0,1.42
69.0,5.0
48.0,3.5
66.0,5.0
16.0,3.29
62.0,4.23
14.0,0.06
70.0,3.82
65.0,5.0
80.0,4.37
56.0,4.55
65.0,5.0
41.0,5.0
65.0,3.16
3.0,3.13
64.0,1.51
9.0,2.16
11.0,3.15
26.0,2.32
68.0,4.37
31.0,2.03
62.0,1.64
56.0,1.2
35.0,5.0
37.0,1.28
55.0,1.32
15.0,1.05
6.0,0.88
71.0,4.29
9.0,3.08
71.0,5.0
30.0,3.41
46.0,0.58
30.0,0.87
59.0,1.12
34.0,2.26
66.0,5.0
65.0,0.37
12.0,1.05
80.0,1.41
60.0,2.26
43.0,1.32
52.0,5.0
80.0,2.73
63.0,5.0
31.0,1.29
51.0,0.18
14.0,2.61
62.0,2.83
57.0,0.68
14.0,2.0
28.0,2.67
2.0,0.79
71.0,2.48
13.0,1.69
62.0,2.67
7.0,5.0
40.0,3.6
80.0,5.0
36.0,5.0
5.397605346934028e-79,5.0
18.0,4.34
67.0,5.0
12.0,1.95
76.0,5.0
59.0,5.0
16.0,2.77
7.0,3.13
73.0,5.0
7.0,3.34
80.0,1.7
55.0,5.0
19.0,0.45
80.0,0.05
60.0,1.71
61.0,3.09
18.0,5.0
79.0,3.28
65.0,5.0
3.0,1.85
42.0,5.0
72.0,0.83
33.0,2.46
58.0,3.06
4.0,1.85
65.0,1.31
80.0,5.0
24.0,5.0
37.0,5.0
73.0,1.83
19.0,0.75
10.0,1.48
11.0,1.41
75.0,3.0
37.0,5.0
63.0,5.0
61.0,0.79
68.0,1.14
5.0,0.3
11.0,2.16
12.0,4.53
3.0,1.98
61.0,2.48
72.0,1.83
53.0,5.0
38.0,0.48
13.0,1.62
70.0,2.74
3.0,1.97
30.0,0.92
39.0,1.49
62.0,1.09
14.0,3.41
78.0,5.0
52.0,3.08
9.0,5.0
80.0,3.43
9.0,2.17
5.397605346934028e-79,5.0
32.0,0.87
36.0,1.0
41.0,2.19
34.0,5.0
5.0,2.54
50.0,4.18
33.0,0.89
79.0,5.0
65.0,0.63
12.0,4.03
72.0,0.74
62.0,2.92
8.0,0.93
7.0,5.0
58.0,1.16
19.0,2.2
31.0,0.43
11.0,2.92
8.0,0.24
70.0,2.03
67.0,3.31
68.0,2.58
13.0,5.0
20.0,0.46
63.0,2.48
1.0,5.0
69.0,0.73
24.0,3.49
13.0,5.0
3.0,5.0
19.0,0.37
1.0,1.0
65.0,5.0
8.0,5.0
3.0,2.52
80.0,0.05
14.0,5.0
28.0,1.37
19.0,1.98
15.0,3.45
61.0,3.11
6.0,4.68
23.0,5.0
58.0,5.0
48.0,5.0
13.0,3.76
63.0,0.67
10.0,0.02
8.0,3.41
73.0,1.05
39.0,3.3
7.0,5.0
8.0,1.33
80.0,1.12
16.0,2.42
4.0,0.87
41.0,2.31
1.0,1.67
7.0,2.75
31.0,0.89
11.0,5.0
27.0,5.0
5.0,0.95
26.0,5.0
59.0,5.0
57.0,0.7
57.0,1.77
68.0,2.16
80.0,2.5
26.0,3.37
31.0,1.53
71.0,0.96
2.0,2.81
44.0,2.06
57.0,0.43
56.0,2.34
64.0,4.89
36.0,5.0
45.0,0.97
10.0,5.0
66.0,4.64
2.0,2.41
80.0,3.43
19.0,2.39
13.0,1.23
40.0,3.28
12.0,5.0
58.0,5.0
22.0,5.0
13.0,1.02
11.0,4.68
69.0,3.06
9.0,5.397605346934028e-79
80.0,1.28
17.0,1.02
15.0,1.2
27.0,5.0
17.0,1.09
39.0,0.66
80.0,1.81
36.0,1.72
61.0,3.58
49.0,3.82
40.0,1.84
20.0,1.89
33.0,1.16
13.0,2.15
14.0,4.3
5.0,1.83
26.0,5.397605346934028e-79
9.0,2.48
4.0,2.22
54.0,5.0
79.0,0.74
73.0,1.38
15.0,0.33
10.0,5.0
18.0,0.16
16.0,5.0
50.0,3.84
59.0,2.64
33.0,5.0
42.0,0.36
27.0,3.55
30.0,5.0
5.397605346934028e-79,0.79
38.0,0.92
66.0,0.8
17.0,2.5
62.0,4.06
51.0,0.8
11.0,0.8
13.0,3.3
60.0,5.0
70.0,2.73
10.0,3.47
11.0,5.0
39.0,5.0
5.0,2.31
19.0,5.0
40.0,5.0
67.0,3.28
29.0,3.49
52.0,2.61
31.0,5.0
4.0,1.24
5.0,5.0
80.0,2.0
7.0,1.8
37.0,2.18
3.0,5.0
11.0,2.85
60.0,5.0
30.0,4.12
40.0,2.93
21.0,0.99
4.0,1.04
35.0,5.0
64.0,1.56
76.0,4.31
44.0,1.48
78.0,5.0
80.0,2.28
65.0,4.05
66.0,3.04
37.0,3.27
5.0,1.21
36.0,0.63
5.0,5.0
1.0,3.42
27.0,2.16
56.0,5.0
80.0,3.76
40.0,0.27
16.0,2.21
69.0,0.88
18.0,1.21
45.0,1.13
64.0,1.03
13.0,1.05
2.0,1.02
59.0,2.39
48.0,3.0
32.0,5.0
62.0,0.55
13.0,1.08
75.0,1.31
31.0,2.87
11.0,1.55
38.0,1.09
10.0,3.22
17.0,3.28
10.0,5.0
16.0,1.8
58.0,0.82
59.0,3.04
22.0,2.69
59.0,1.71
41.0,5.0
65.0,5.0
17.0,0.77
5.0,5.0
5.0,5.0
17.0,2.88
62.0,2.92
22.0,2.48
14.0,1.62
80.0,5.0
76.0,3.58
7.0,5.0
41.0,5.0
1.0,3.17
53.0,5.0
4.0,1.15
41.0,3.82
46.0,4.41
17.0,1.02
50.0,5.0
43.0,3.22
22.0,1.42
26.0,5.0
39.0,3.13
7.0,0.97
28.0,2.82
58.0,5.0
9.0,0.81
11.0,2.4
61.0,2.36
12.0,1.91
2.0,3.26
46.0,5.0
17.0,3.26
18.0,0.27
3.0,2.16
48.0,5.0
71.0,5.0
35.0,0.92
68.0,4.56
13.0,4.0
30.0,0.79
4.0,0.84
3.0,1.71
54.0,5.0
78.0,1.69
11.0,1.82
69.0,2.66
44.0,2.72
15.0,3.39
29.0,3.58
19.0,3.26
15.0,4.14
14.0,0.57
62.0,0.14
67.0,5.0
33.0,5.0
38.0,5.0
5.0,0.99
50.0,2.89
61.0,4.94
80.0,1.14
54.0,0.85
77.0,5.0
65.0,1.13
6.0,5.0
40.0,5.0
3.0,5.0
39.0,3.74
1.0,5.0
8.0,5.0
33.0,0.86
48.0,3.0
11.0,1.74
8.0,0.58
8.0,2.86
6.0,1.85
6.0,3.91
11.0,4.12
76.0,5.0
14.0,2.93
48.0,5.0
33.0,0.88
17.0,3.19
1.0,4.02
10.0,5.0
60.0,5.0
40.0,3.04
29.0,1.49
11.0,5.0
20.0,2.19
80.0,3.3
64.0,2.16
17.0,0.77
2.0,5.0
6.0,0.63
28.0,4.94
67.0,1.3
3.0,2.42
75.0,1.62
